case_id,branch,point_index,s,theta_rad,theta_deg,reference_x,reference_y,reference_z,source_x,source_y,source_z,in_plane_residual,out_of_plane_residual,euclidean_residual
1.label,LCX,27,0.2591773699632884,1.4687303236209617,84.15204878636466,7.218651184776029,224.36309799237307,81.21451480000839,10.0458984375,223.0009765625,77.95000076293945,3.1136982355802045,-3.2869647477495714,4.528327916126969
1.label,LCX,28,0.2697800009296123,1.477108872501574,84.63210427566781,7.026189216378171,224.65724634968052,80.92668786365995,9.6689453125,223.0009765625,77.45000076293945,2.9204699386031563,-3.6442739319069926,4.670625502845673
1.label,LCX,29,0.2788065361781726,1.4842577033589248,85.04170211224691,6.859564514687101,224.9074623699989,80.68184792406045,9.2919921875,223.3779296875,77.45000076293945,2.6961493810287385,-3.38056405486941,4.324466520062808
1.label,LCX,30,0.28783307142673287,1.491455100807962,85.45408260955496,6.689574817622365,225.15865739861994,80.43604888330421,8.9150390625,223.7548828125,77.45000076293945,2.474352320048959,-3.1168541778318257,3.9799192920207416
1.label,LCX,31,0.29685960667529315,1.4987010328792978,85.86924393588099,6.5161844340757185,225.41080253812552,80.18931899509477,8.5380859375,224.1318359375,77.45000076293945,2.255105451545014,-2.853144300794243,3.6369912884255697
1.label,LCX,32,0.30588614192385344,1.505995457241076,86.28718366578829,6.33935813935031,225.6638679542298,79.94168742980851,8.1611328125,224.5087890625,77.45000076293945,2.0384356905999086,-2.589434423756659,3.2956900114698953
1.label,LCX,33,0.3122688662087298,1.509035825637164,86.4613839430491,6.264983770002239,225.7691169645004,79.8386979926644,7.7841796875,224.5087890625,77.45000076293945,1.7020303374262737,-2.5893224308500358,3.0987508953767473
1.label,LCX,34,0.3212954014572901,1.516427400751802,86.88489000107177,6.082525654109126,226.02441906436601,79.58887607882748,7.4072265625,224.8857421875,77.45000076293945,1.489052258516565,-2.3256125538124532,2.7615584628097345
1.label,LCX,35,0.33032193670585036,1.5238676891720286,87.31118712591082,5.896521440749233,226.28057165105378,79.33822071309318,7.0302734375,225.2626953125,77.45000076293945,1.2787280734862194,-2.061902676774869,2.4262811895743934
1.label,LCX,36,0.33934847195441065,1.5313566116001547,87.74027077414331,5.706937364368372,226.5375412922069,79.08676458621234,6.6533203125,225.6396484375,77.45000076293945,1.0710856804764757,-1.7981927997372862,2.0930475570858125
1.label,LCX,37,0.345731196239287,1.5345777768851259,87.9248299500862,5.624665876998058,226.64780198329814,78.97886925290962,6.2763671875,225.6396484375,77.45000076293945,0.7384992419630393,-1.7980808068306613,1.9438433655104408
1.label,LCX,38,0.3547577314878473,1.5421654768964976,88.35957313694918,5.4291476309500695,226.90688347206344,78.7253447712162,5.8994140625,226.0166015625,77.45000076293945,0.5347369622535684,-1.5343709297930788,1.6248860681863304
1.label,LCX,39,0.36378426673640757,1.5498019427168466,88.79711039885107,5.229941733487536,227.1667021913991,78.47109757030287,5.5224609375,226.3935546875,77.45000076293945,0.33373663479421617,-1.2706610527554945,1.313759200732494
1.label,LCX,40,0.3728108019849678,1.5574870548783708,89.23743489079108,5.027016364046382,227.4272209693754,78.21616399991916,5.1455078125,226.7705078125,77.45000076293945,0.13552708038526412,-1.006951175717912,1.0160307571472083
1.label,LCX,41,0.3818373372335281,1.565220681694688,89.68053906769526,4.820340480379812,227.6884016405718,77.96058138200794,4.7685546875,227.1474609375,77.45000076293945,-0.0598627163797111,-0.7432412986803277,0.7456481617709391
1.label,LCX,42,0.39086387248208837,1.5730026790346903,90.12641467145941,4.609883860435204,227.95020504513784,77.70438801164164,4.3916015625,227.5244140625,77.45000076293945,-0.2524036196630005,-0.4795314216427452,0.5419022003921324
1.label,LCX,43,0.39989040773064866,1.580832890091811,90.57505271772911,4.395617144957384,228.2125910286079,77.44762315722097,4.0146484375,227.9013671875,77.45000076293945,-0.442066355961767,-0.2158215446051609,0.49193809401657457
1.label,LCX,44,0.406273132015525,1.584397575720826,90.7792941595626,4.297243520093865,228.33169191771196,77.33107331863108,3.6376953125,227.9013671875,77.45000076293945,-0.7666733430864301,-0.21570955169853778,0.7964464505426587
1.label,LCX,45,0.4152996672640853,1.592328467233191,91.23370077099725,4.076523913472222,228.5958787748562,77.07254410016816,3.2607421875,228.2783203125,77.45000076293945,-0.9520925841920465,0.04800032533904475,0.9533187996230309
1.label,LCX,46,0.42767524614770935,1.605889832891565,92.01070978765573,3.6932161583373215,229.04504167356882,76.63299681176379,2.8837890625,228.6552734375,76.95000076293945,-0.9515290876964563,-0.04571097468741703,0.952671510219982
1.label,LCX,47,0.43670178139626964,1.6139093431270628,92.47019387791171,3.463073863108626,229.30909307846412,76.37459618154084,2.5068359375,229.0322265625,76.95000076293945,-1.1289061953956383,0.21799890235016728,1.1498419327581126
1.label,LCX,48,0.4457283166448299,1.6219759364988269,92.932375633162,3.228994561353389,229.5735032676907,76.11584293875472,2.1298828125,229.4091796875,76.95000076293945,-1.303256474028206,0.48170877938775336,1.3895568182420066
1.label,LCX,49,0.4547548518933902,1.6300893730727657,93.39724130619578,2.9909552850500205,229.83822615090347,75.85678216116233,1.7529296875,229.7861328125,76.95000076293945,-1.4745502543814617,0.7454186564253341,1.6524369904376488
1.label,LCX,50,0.46113757617826656,1.6339780221913203,93.62004448869622,2.8759465816611893,229.9646640632471,75.73304805767886,1.3759765625,229.7861328125,76.95000076293945,-1.7905090286055216,0.745530649331959,1.9397828107076394
1.label,LCX,51,0.4735131550618906,1.6477225690157917,94.40754901305837,2.464698113423438,230.4092449632301,75.2979714395121,0.9990234375,230.1630859375,76.45000076293945,-1.7634171897165203,0.6518193493054955,1.8804169972716576
1.label,LCX,52,0.48253969031045085,1.6559724457856593,94.8802321334748,2.2143244516874887,230.674334830533,75.03854653795503,0.6220703125,230.5400390625,76.45000076293945,-1.9248830194310826,0.9155292263430798,2.132020550158382
1.label,LCX,53,0.48892241459532726,1.660027975826966,95.11259688853019,2.0902796689876553,230.80415832267326,74.91149677789956,0.2451171875,230.5400390625,76.45000076293945,-2.236015297055349,0.9156412192497011,2.4168943044055093
1.label,LCX,54,0.4979489498438875,1.6683782016823168,95.5910295880228,1.832883862153686,231.07043038307373,74.65091249223315,-0.1318359375,230.9169921875,76.45000076293945,-2.392716646422379,1.179351096287289,2.668405099831199
1.label,LCX,55,0.5043316741287639,1.672531857652382,95.82901654465687,1.7038535812749274,231.20236072938468,74.52179965642037,-0.5087890625,230.9169921875,76.45000076293945,-2.701451766143664,1.1794630891939104,2.948759430833601
1.label,LCX,56,0.5133582093773241,1.6809830804566133,96.31323594306404,1.4392957508622715,231.46971100318714,74.26015764534348,-0.8857421875,231.2939453125,76.45000076293945,-2.8532789892898203,1.4431729662314947,3.19876661739006
1.label,LCX,57,0.5239608403436481,1.6907402140126209,96.87227851596874,1.1304981398736444,231.77654870193282,73.95986916865809,-1.2626953125,231.2939453125,75.95000076293945,-2.9548976576732455,1.0858637820740753,3.1497467667311003
1.label,LCX,58,0.536336419227272,1.7047294987786012,97.67380549146608,0.6815346993075551,232.2130097306606,73.53272003786631,-1.6396484375,231.6708984375,75.45000076293945,-2.8915515276865054,0.9921524820476116,3.059042527901336
1.label,LCX,59,0.546939050193596,1.7145392651036553,98.23586369990123,0.3623731530228156,232.5165936249575,73.23561024720131,-2.0166015625,231.6708984375,74.95000076293945,-2.9825734723290243,0.6348432978901922,3.0518610531343873
1.label,LCX,60,0.5593146290772201,1.728517517516617,99.0367585681325,-0.09851365728795258,232.94558661275403,72.81576167835345,-2.3935546875,232.0478515625,74.45000076293945,-2.9041339313213443,0.5411319978637287,2.957005061950328
1.label,LCX,61,0.5716902079608442,1.7424648645318015,99.83588268750695,-0.565449562459925,233.36934678820504,72.40102952853078,-2.7705078125,232.4248046875,73.95000076293945,-2.8168678070881645,0.4474206978372687,2.855477814849836
1.label,LCX,62,0.5840657868444683,1.7563778437245492,100.63303767570473,-1.0381786007005473,233.78771687115528,71.99156776145703,-3.1474609375,232.8017578125,73.45000076293945,-2.720809568548161,0.3537093978108087,2.7474013287999237
1.label,LCX,63,0.5964413657280924,1.7702530086858905,101.42802606803738,-1.5164385822515882,234.20054635481574,71.5875237174836,-3.5244140625,233.1787109375,72.95000076293945,-2.6159966671555916,0.2599980977843487,2.632955914700011
1.label,LCX,64,0.6070439966944163,1.7707484902953656,101.45641507308666,-1.533641944721019,234.21520615722312,71.57317579940792,-3.1474609375,233.1787109375,72.45000076293945,-2.103435744049805,-0.09753507218632052,2.108922971242696
1.label,LCX,65,0.6194195755780405,1.7844618808962993,102.24213447733453,-2.0131587882710917,234.6186641425977,71.17829878387019,-3.5244140625,233.5556640625,71.95000076293945,-1.9897458322624892,-0.1912463722127805,2.0023450298766807
1.label,LCX,66,0.6317951544616646,1.7981310480258865,103.02532006331883,-2.497563407828885,235.0163907289915,70.78902640615155,-3.9013671875,233.9326171875,71.45000076293945,-1.8674627788603533,-0.28495767223924406,1.8926482085657417
1.label,LCX,67,0.6423977854279885,1.7983815053153482,103.03967020895328,-2.5064984139988553,235.0236364567887,70.78193465015886,-3.5244140625,233.9326171875,70.95000076293945,-1.3546094273251845,-0.6424908422099097,1.5015730190996108
1.label,LCX,68,0.6547733643116126,1.8118855909921199,103.81339732441536,-2.9913859657580204,235.41206153420706,70.40176115636771,-3.9013671875,234.3095703125,70.45000076293945,-1.223765312053933,-0.7362021422363733,1.430342538522272
1.label,LCX,69,0.6671489431952368,1.825339437145635,104.5842459272301,-3.4805267905385264,235.79460477183545,70.02733973094274,-4.2783203125,234.6865234375,69.95000076293945,-1.0844925934119114,-0.8299134422628297,1.3675891426733915
1.label,LCX,70,0.6795245220788608,1.8387398693867183,105.3520341382952,-3.97364761216015,236.17115825826008,69.65877605045092,-4.6552734375,235.0634765625,69.45000076293945,-0.9368384073012779,-0.9236247422892933,1.3172545788751893
1.label,LCX,71,0.691900100962485,1.8520837471065361,106.11658201397941,-4.470472133635639,236.54162147776555,69.29616855796539,-5.0322265625,235.4404296875,68.95000076293945,-0.7808518899852852,-1.0173360423157531,1.283753691176808
1.label,LCX,72,0.6982828252473613,1.8570502313007693,106.40114059732741,-4.656842461616499,236.6783445834668,69.16234343383854,-5.4091796875,235.4404296875,68.95000076293945,-1.050010471372573,-1.0172240494091318,1.4640812822350948
1.label,LCX,73,0.7046655495322377,1.8620637319491788,106.68839302506737,-4.845771049704375,236.8157182267948,69.02788086617181,-5.7861328125,235.4404296875,68.95000076293945,-1.3179329185867261,-1.017112056502507,1.6678621411025447
1.label,LCX,74,0.7136920847807979,1.8707614244010573,107.1867340940628,-5.175412920292231,237.05249686131586,68.79611812826586,-6.1630859375,235.8173828125,68.95000076293945,-1.3945907159869284,-0.7534021794649227,1.588925601705973
1.label,LCX,75,0.7242947157471219,1.8805611459507705,107.74821677926478,-5.549649725869209,237.3169090858194,68.5373046427095,-6.5400390625,235.8173828125,68.45000076293945,-1.4107420992705646,-1.1107113636223456,1.7991864967006668
1.label,LCX,76,0.7306774400319982,1.8857211002359051,108.04386038228343,-5.747893415602832,237.4551167127506,68.40202236951865,-6.9169921875,235.8173828125,68.45000076293945,-1.6728774157488813,-1.1105993707157207,2.0127757432751254
1.label,LCX,77,0.7412800709983222,1.8955818440545453,108.60883938595123,-6.129004868838109,237.71726703991473,68.14541869948367,-7.2939453125,235.8173828125,67.95000076293945,-1.6821052741273732,-1.4679085548731436,2.2371487399772128
1.label,LCX,78,0.7536556498819462,1.8997741549485914,108.84904110658678,-6.291928662623334,237.8279335080615,68.03709289942138,-7.6708984375,236.1943359375,68.45000076293945,-1.998381517651914,-0.8467775007715116,2.177312923381229
1.label,LCX,79,0.7600383741668226,1.9050817102666675,109.15314162584477,-6.498952171943685,237.9673616501473,67.90061302353021,-8.0478515625,236.1943359375,68.45000076293945,-2.2556160952714808,-0.8466655078648903,2.417547597874212
1.label,LCX,80,0.766421098451699,1.9104394679873962,109.46011853089614,-6.708787934311189,238.10733653186216,67.76359713762645,-8.4248046875,236.1943359375,68.45000076293945,-2.511455983348891,-0.8465535149582654,2.6599689299120546
1.label,LCX,81,0.7770237294180229,1.9111893305439922,109.50308249060399,-6.738224299789323,238.1268650676044,67.74448135791374,-8.8017578125,236.1943359375,68.95000076293945,-3.02169244180505,-0.4890203449875997,3.0734535026051195
1.label,LCX,82,0.7834064537028993,1.9166508167951257,109.81600260266266,-6.95312060940693,238.26863583411557,67.60570656695623,-9.1787109375,236.1943359375,68.95000076293945,-3.275799195207498,-0.48890835208097483,3.326123758213902
1.label,LCX,83,0.7897891779877757,1.9221647251709495,110.13192628121921,-7.170970393383904,238.41094060455532,67.46640816583165,-9.5556640625,236.1943359375,68.95000076293945,-3.528446663958513,-0.4887963591743535,3.57786907805846
1.label,LCX,84,0.8003918089540996,1.923037355676816,110.18192432627973,-7.2055288743177,238.43338531759727,67.44443754336802,-9.9326171875,236.1943359375,69.45000076293945,-4.037857529544618,-0.1312631892036843,4.0586496057318335
1.label,LCX,85,0.806774533238976,1.9286604347258154,110.50410302365582,-7.428749612086577,238.57751238201885,67.30335427372466,-10.3095703125,236.1943359375,69.45000076293945,-4.288653762440623,-0.1311511962970594,4.311235208533418
1.label,LCX,86,0.8173771642052999,1.929606670939427,110.55831836511821,-7.466402796815906,238.6016799272748,67.27969702601804,-10.6865234375,236.1943359375,69.95000076293945,-4.797500510627518,0.22638197367360624,4.826489829377149
1.label,LCX,87,0.8237598884901762,1.9353429443743537,110.88698262307251,-7.695217142758054,238.7476575718348,67.13680112473867,-11.0634765625,236.1943359375,69.95000076293945,-5.046364995390103,0.22649396658023113,5.0772743762195365
1.label,LCX,88,0.8301426127750526,1.9411358307619493,111.21889056428053,-7.9272480194803165,238.8941474738513,66.99340277717555,-11.4404296875,236.1943359375,69.95000076293945,-5.293653703992313,0.22660595948685247,5.326621763721193
1.label,LCX,89,0.8407452437413766,1.942220519859347,111.28103867164528,-7.970801057075548,238.92147287528894,66.96665394413849,-11.8173828125,236.1943359375,70.45000076293945,-5.801434767438698,0.5841391294575217,5.862352099513294
1.label,LCX,90,0.8531208226250007,1.9470320018455196,111.55671628265618,-8.164396799244344,239.04228606883618,66.84838948928252,-12.1943359375,236.5712890625,70.95000076293945,-6.106789795058534,1.2052701835591468,6.258550207800262
1.label,LCX,91,0.8637234535913246,1.948191662473244,111.62315994229229,-8.21115503834897,239.0713072217844,66.8199804764367,-12.5712890625,236.5712890625,71.45000076293945,-6.613891004965378,1.562803353529816,6.833589639328531
1.label,LCX,92,0.870106177876201,1.9542288381942916,111.96906463128717,-8.455188530757098,239.22177900329865,66.67268191664654,-12.9482421875,236.5712890625,71.45000076293945,-6.85722191865748,1.5629153464364374,7.073570770678064
1.label,LCX,93,0.880708808842525,1.9554775815799932,112.04061235698273,-8.505792369194182,239.25277448132232,66.6423399467316,-13.3251953125,236.5712890625,71.95000076293945,-7.363518950205947,1.9204485164071066,7.654297624289883
1.label,LCX,94,0.8870915331274013,1.9616437129193487,112.39390565865116,-8.756303495241077,239.4051780378117,66.4931489600578,-13.7021484375,236.5712890625,71.95000076293945,-7.604591769776567,1.920560509313728,7.891105151743589
1.label,LCX,95,0.8934742574122777,1.9678734791321033,112.7508449699952,-9.01046697986915,239.55805549961823,66.3434928634629,-14.0791015625,236.5712890625,71.95000076293945,-7.84390266952979,1.9206725022203528,8.126792793533644
1.label,LCX,96,0.9058498362959018,1.9730500399590043,113.04744005776938,-9.222470372233445,239.68424299360203,66.2199634159997,-14.4560546875,236.9482421875,72.45000076293945,-8.142699280368445,2.5418035563219776,8.584257133861913
1.label,LCX,97,0.914876371544462,1.9831400398118386,113.6255544646244,-9.637788624017844,239.92798740762302,65.98135088302627,-14.8330078125,237.3251953125,72.45000076293945,-8.171194870719736,2.805513433359562,8.695301051470787
1.label,LCX,98,0.925479002510786,1.9847214338048609,113.71616166617193,-9.70312896381727,239.96592234854955,65.94421434571738,-15.2099609375,237.3251953125,72.95000076293945,-8.674566083887363,3.163046603330231,9.294066977864466
1.label,LCX,99,0.9345055377593462,1.9949432782101222,114.30183020943281,-10.127079975457526,240.20937209527594,65.70588647941554,-15.5869140625,237.7021484375,72.95000076293945,-8.697940890038554,3.426756480367812,9.411330962244259
1.label,LCX,100,0.9451081687256702,2.0062853813428645,114.95168484974106,-10.600703862132391,240.47592283777877,65.44493970849258,-15.9638671875,237.7021484375,72.45000076293945,-8.654410223480339,3.0694472962103925,9.248147147117539
1.label,LCX,101,0.9574837476092942,2.011808463680442,115.26813415758748,-10.832541928851143,240.60434753955192,65.31921349691324,-16.3408203125,238.0791015625,72.95000076293945,-8.943889918623476,3.690578350312021,9.744070622472831
1.label,LCX,102,0.9638664718941706,2.0184959778147618,115.6513004929181,-11.114301377566093,240.7586367021293,65.16816495238157,-16.7177734375,238.0791015625,72.95000076293945,-9.168761183503573,3.690690343218646,9.956695047727896
1.label,LCX,103,0.9702491961790469,2.0252532614786336,116.03846432783065,-11.400148610498988,240.91318123142278,65.01686489960778,-17.0947265625,238.0791015625,72.95000076293945,-9.391630740039949,3.6908023361252673,10.168326816507063
1.label,LCX,104,0.9808518271453709,2.036781450536342,116.69898090626624,-11.890442227224021,241.17367781870527,64.7618336019766,-17.4716796875,238.0791015625,72.45000076293945,-9.333892448811405,3.333493151967848,9.99172297896438
1.label,LCX,105,0.9872345514302473,2.0436675429665354,117.09352493985331,-12.184865250153933,241.32736501413228,64.6113686610777,-17.8486328125,238.0791015625,72.45000076293945,-9.551504974936798,3.3336051448744692,10.201648478546549
1.label,LCX,106,0.9936172757151236,2.0506252805196543,117.4921739366067,-12.483517379025507,241.48118796650425,64.46076915996125,-18.2255859375,238.0791015625,72.45000076293945,-9.767025718235217,3.333717137781094,10.41025287092286
1.label,LCX,107,1.0,2.0576555634448046,117.8949794770007,-12.786459000166012,241.63511329175228,64.31006773107694,-18.6025390625,238.0791015625,72.45000076293945,-9.98042352772907,3.3338291306877155,10.617462807717535
1.label,LAD,0,0.0,-2.6584173427941256,-152.31609392648642,14.861840340657675,214.61085046940286,67.45612402236668,13.0615234375,214.3310546875,82.95000076293945,-0.2945451488873997,15.591858637671569,15.600629573303376
1.label,LAD,1,0.003572074070700397,-2.6590437754373175,-152.35198587309054,14.776539875138088,214.4692667856204,67.44365741934254,13.4384765625,213.9541015625,82.45000076293945,-0.019134499249357846,15.074647556551344,15.074685707558086
1.label,LAD,2,0.006632406319572136,-2.6584530394822887,-152.31813919606074,14.856979842590771,214.60277765721776,67.45541347779744,13.8154296875,213.9541015625,81.95000076293945,0.14651787348159864,14.544114126868756,14.546431451322642
1.label,LAD,3,0.010204480390272531,-2.6590776433422225,-152.35392636110254,14.77192784285364,214.46161719034566,67.44298357152914,14.1923828125,213.5771484375,81.45000076293945,0.42334542006755504,14.026903045748531,14.04687467080959
1.label,LAD,4,0.013264812639144271,-2.6584885337885558,-152.3201728700066,14.852146868603885,214.59475118839916,67.45470697922048,14.5693359375,213.5771484375,80.95000076293945,0.5894412626809309,13.496369616065943,13.536559817408317
1.label,LAD,5,0.016836886709844668,-2.659111318970162,-152.35585583245592,14.767341965172182,214.45401154127362,67.44231356515546,14.9462890625,213.2001953125,80.45000076293945,0.867677587622153,12.979158534945718,13.06920056600907
1.label,LAD,6,0.018679189533238733,-2.658382756632326,-152.31411228538573,14.86654959708255,214.61867268866916,67.45681247874734,15.3232421875,213.2001953125,80.45000076293945,1.0500255698362426,12.946422529081156,13.078363352396705
1.label,LAD,7,0.02225126360393913,-2.6590037994933846,-152.3496954202211,14.781983644532428,214.47829664844514,67.44445281540298,15.7001953125,212.8232421875,79.95000076293945,1.3296627737499978,12.429211447960931,12.647966137052226
1.label,LAD,8,0.024694939887819345,-2.6591448039128363,-152.35777437834838,14.762782025839595,214.44644947012534,67.44164736828476,15.7001953125,212.8232421875,79.45000076293945,1.3138535660377544,11.931414024142905,12.153768831242852
1.label,LAD,9,0.02826701395851974,-2.6597641007632262,-152.39325747414148,14.678441756571527,214.3066825614572,67.4293290141285,16.0771484375,212.4462890625,78.95000076293945,1.5945715930182864,11.41420294302268,11.753438726350982
1.label,LAD,10,0.031839088029220135,-2.6603817162987973,-152.42864423769143,14.594320718874346,214.1674689514104,67.41704942440167,16.4541015625,212.0693359375,78.45000076293945,1.876367246141925,10.896991861902455,11.383626933843203
1.label,LAD,11,0.03541116209992053,-2.6585938190331984,-152.32620527016962,14.837810834016164,214.57094598771351,67.4526114257339,16.8310546875,212.4462890625,77.95000076293945,1.9292889621755316,10.353136083657503,10.894143885876739
1.label,LAD,12,0.038983236170620925,-2.6592112080241312,-152.36157905366792,14.75373910874583,214.43145460842112,67.44032627701958,17.2080078125,212.0693359375,77.45000076293945,2.211703334416578,9.835925002537278,10.573392208738717
1.label,LAD,13,0.04255531024132132,-2.659826926715447,-152.39685713604763,14.669885122540368,214.29251334683335,67.42807964962843,17.5849609375,211.6923828125,76.95000076293945,2.4951870767295476,9.318713921417054,10.292003084465794
1.label,LAD,14,0.045615642490193065,-2.659244130291754,-152.3634653606547,14.749255709928246,214.4240211010879,67.43967132045263,17.9619140625,211.6923828125,76.45000076293945,2.6633603783050606,8.788180491734465,9.948319360182069
1.label,LAD,15,0.04918771656089346,-2.659858074636928,-152.3986417804891,14.66564286754917,214.28548918375367,67.42746025867865,18.3388671875,211.3154296875,75.95000076293945,2.948215071066431,8.27096941061424,9.744102162987149
1.label,LAD,16,0.0522480488097652,-2.6611934150053123,-152.47515114781095,14.48375024626689,213.98477213964793,67.40091911321547,18.3388671875,210.9384765625,75.45000076293945,3.049528278015253,7.786494335358577,9.430247015739143
1.label,LAD,17,0.05530838105863694,-2.660610102172166,-152.44172978433585,14.563211439165247,214.11603362136415,67.41250994505143,18.7158203125,210.9384765625,74.95000076293945,3.2183004526131707,7.255960905675988,9.173592379596025
