case_id,origin_x,origin_y,origin_z,R_00,R_01,R_02,R_10,R_11,R_12,R_20,R_21,R_22,delta_theta_rad,determinant
25.label,-58.928864583333336,178.29136458333332,-247.05132112630207,0.6246959458213439,0.10076223473235757,0.7743396847160282,0.6684880586307163,-0.5815258768633423,-0.4636284827385576,0.403582322138263,0.8072636660906165,-0.43063520834625824,-0.7357623757323236,1.0000000000000002
26.label,-34.156349410553894,163.310172623503,141.09670353506854,0.6015340517246004,0.005701421473981694,0.7988268137769047,0.36421873542974725,0.888035351238418,-0.28060279348719114,-0.7109862849434871,0.45973982723278994,0.5321069383857187,0.764523036175016,1.0
27.label,-54.26643549272181,129.71978432590112,179.207852770793,0.9269844198833324,0.19777450115643,0.31872422560245905,0.20943044108933362,0.43203923346840495,-0.8772006561153269,-0.3111892922943993,0.8799018964841242,0.3590736371901349,-0.5219680219517218,1.0
28.label,-17.317189202069716,154.25457005718954,-227.49661088665067,-0.565352849837904,-0.015286874002230244,0.824707503702616,-0.6350179233223142,-0.6300375461978771,-0.4469954445409635,0.5264298550040413,-0.7764141947853593,0.3464860832648638,-2.144911862395451,1.0000000000000002
29.label,-15.428133089866863,171.37685778014054,79.0202670351288,-0.6293551909353222,0.4124911924106538,0.6586069084259603,-0.6958297142576044,-0.6764793550753446,-0.24123990323540262,0.3460246413175582,-0.6101038422600557,0.7127694222261309,0.5407592239811289,1.0
30.label,-17.51442557053942,161.05802645228215,-205.7522699506451,-0.8927496544495038,-0.3831988717613936,0.236974005243374,0.05456048837674382,-0.6140393563975698,-0.787387339181263,0.44723730567606146,-0.6900103575133153,0.5690909408310451,-0.69012177310123,1.0
31.label,-16.085448236292756,178.85852419202718,-177.66972136161698,-0.7965124507673791,-0.3862428432171923,0.4651713467487472,-0.09362752490800734,-0.681285266707982,-0.7260056969103167,0.5973288896011512,-0.6218254187713249,0.5064892360334249,0.4179321376156677,1.0000000000000004
32.label,-37.875524341941116,153.52660499313873,154.23941810592683,-0.671237381412335,0.4913248062988616,0.5550137948827019,-0.7088667638964726,-0.6443629736615246,-0.2868872064366413,0.21667553816168092,-0.5860002499056325,0.7808043405827624,0.7887308355472096,1.0000000000000002
33.label,-47.56620536850814,167.10149288760184,39.6669050399252,0.0414310955921117,0.2814766760571731,0.9586732212562541,0.42077654816660387,-0.8751759827148962,0.2387762462893101,0.9062177226423213,0.39349444737482747,-0.15469828394052781,0.1777448090125339,1.0
34.label,-2.0130357654816513,184.3277457234327,238.18241285038286,-0.6541688331235072,-0.7443805685185015,-0.13401756221444022,0.6632999067147246,-0.47946717538441713,-0.5745819884760801,0.3634506452354526,-0.4647674654501548,0.8074000443008239,-1.0269855283414453,0.9999999999999999
35.label,-52.03761530496988,136.1716796875,405.03916883353725,-0.512400601182804,-0.24518591854312746,-0.8230002972391105,-0.7875747485850381,-0.24784216913676507,0.5641810654291737,-0.34230343161983573,0.9372609692853673,-0.06610776168906662,1.063869594763921,1.0000000000000004
36.label,-10.263797883064516,176.46343245967742,-230.45160069619456,-0.7140799129870002,-0.562906480366316,-0.4162044836736918,0.6080414251545657,-0.20405561918936255,-0.7672332954018943,0.3469517303091063,-0.800935452229986,0.48798247734592387,-0.993787337974761,0.9999999999999998
37.label,-34.31556640625,153.01529296875,-232.35665445963542,-0.16241241171091372,0.09125437975333546,0.9824941967757768,-0.6862305896920707,-0.7259272033225205,-0.04601383756238007,0.7090203003392198,-0.681690790353059,0.1805211346482849,-1.5948217110265632,1.0
38.label,-43.52861870659722,169.45356354890046,100.60162113330982,-0.4538081759482028,0.8631733576781726,0.22133660799143573,-0.1523143724004711,-0.31986847703368215,0.9351387540682952,0.877985461954135,0.39066086570674335,0.2766326383535431,1.2148323602107238,1.0
39.label,-69.4604011496114,147.24264289183938,-219.873837248649,0.9788162819710613,0.11826573949230554,-0.16712839678129626,0.16785479459291294,-0.9309409061122645,0.3243050990333745,-0.11723247877836261,-0.3454884139724717,-0.9310715878654374,2.812266232073523,1.0000000000000002
40.label,-32.755286559270026,167.2478248142765,126.3860434598701,-0.016993798004855596,0.27391851126198835,0.9616027558287186,0.9998342239305648,-0.00163255379513222,0.01813448166535971,0.006537238448720937,0.9617515188218431,-0.2738453588384192,1.2036206473286755,1.0000000000000002
41.label,-2.9590287642045454,153.07401899857953,78.932955308394,-0.4121851962520353,0.17778642543760925,0.8935856707226166,-0.708318482270624,-0.6794058221823585,-0.19155327316063583,0.5730517355915702,-0.7118986695554578,0.40597043318529763,0.8597130695317291,0.9999999999999998
42.label,-34.19411101494169,155.98228521319243,-144.4027727310581,0.7450888849102147,0.5884282205887442,0.3139980617742998,-0.08094943225987002,0.5470886946026332,-0.8331513365858518,-0.6620345481922054,0.5953538355068783,0.45526263579080545,-1.2962309167223718,1.0
43.label,-24.156359011627906,145.9547601744186,-253.56859244413155,-0.7123537061116112,-0.6866965896758574,-0.1449137368112467,0.3909716544387698,-0.21681265564228558,-0.8945017818756712,0.5828321909559075,-0.693858822874572,0.42292620054171376,-0.4817848149416374,1.0
44.label,-25.046698039010067,144.12131986682047,56.198321956916146,-0.0932312280053663,0.22668219893535668,0.9694963222263624,-0.8697378096411515,-0.49250666109622376,0.03151715812793576,0.4846277753134083,-0.8402692243928019,0.2430710800015007,1.4309296131528118,1.0
45.label,-30.252645687181122,180.57282366071428,144.01504796865035,-0.9040332369448958,-0.40716901720887905,-0.13014337449171062,0.2163404892220604,-0.6983991262886204,0.6822282998545657,-0.36867424540113136,0.5886017769463895,0.719463167197223,0.5007662741207715,1.0000000000000002
46.label,-41.066075130528255,183.13011075706387,120.81240862534732,0.6655098733441533,-0.3084165444181554,-0.6796880487478156,-0.32274047134116596,0.7021929855867624,-0.6346365882544364,0.6730046037286306,0.641719756686603,0.36777786398607,-2.5187171546893046,1.0
47.label,-26.977205141129033,171.48506804435485,25.201613666165258,-0.8299130599193725,0.024659499082662625,0.5573474877311786,-0.44286821025926854,-0.636674118984294,-0.6312795058904775,0.3392816843229478,-0.7707385907819624,0.539305074482355,0.03790110140128499,1.0
48.label,-50.177149975393704,141.29063115157481,-45.63464872104915,0.05999573602143203,0.19618699795514583,0.9787293668285398,-0.7278082023236369,-0.6624381201148533,0.17740055707109725,0.6831513245904475,-0.7229705380249233,0.10304304371606128,1.5651237623370764,1.0000000000000004
49.label,-22.31588363647461,147.76047897338867,-164.8117218017578,-0.31341445607542257,0.050751293936528594,0.9482592920117974,-0.8005095611013618,-0.5512930236281527,-0.23507540212500794,0.5108383514461812,-0.8327666589523726,0.2134100991730493,-1.8260691213698708,1.0000000000000002
50.label,-57.793626434948976,166.0126355229592,130.0099497425313,0.337528517156152,-0.6567721469448962,0.6743328904211637,0.490001819413656,-0.4890722414580394,-0.7215999997273533,0.8037242792635271,0.5739849210846929,0.15674371850164456,-1.3172298838482819,1.0000000000000004
51.label,-7.1713616408610275,172.58699372167675,115.4635959291026,-0.6091822204565861,-0.312046276081112,0.7290570237392229,-0.26123775712961705,-0.7890549054927111,-0.556010063189306,0.7487668906471964,-0.5291686665910967,0.3991599501061325,-0.19553833669425388,1.0
52.label,-22.252555979330708,172.17024790846457,310.9240126962737,-0.03557991570660806,0.042328689033328926,0.9984700053997768,-0.8959223184963874,-0.4440174899136553,-0.01310220862430213,0.4427835462371749,-0.8950177376652917,0.05372132208104021,-1.5483284789720093,1.0000000000000002
53.label,-22.205354673672566,153.21733556876845,57.02964606538283,-0.24238927255827625,0.09677157528564037,0.9653407184851395,-0.6182089640842817,-0.7822518489843254,-0.0768096444884584,0.7477065716405794,-0.6154001194160916,0.249434511942817,1.2046021239364928,1.0
54.label,-35.422835836855874,150.5990699854066,147.93389388866086,0.1618422280228723,0.04861440660940335,0.9856184518862298,-0.9063432277440671,-0.3877305719100909,0.16794926950939698,0.3903191601126684,-0.9204898929788906,-0.018689841429282456,-1.2165573277907322,1.0000000000000002
55.label,-20.35094572368421,163.70486567982456,60.905263145973805,-0.43101870660390573,-0.16946974086943525,0.8862860043389734,-0.6529833737952926,-0.6193028023305629,-0.43597792670320945,0.6227644724166701,-0.7666446673362819,0.1562701697075557,1.0311020382860978,1.0
56.label,-28.595096442885772,145.9721630761523,-223.06902586912105,-0.343377425798155,0.17849238269560805,0.9220804806370629,-0.6327210603272347,-0.7695152525159067,-0.08666219454733388,0.6940864523030343,-0.6131775806934112,0.37717005616082905,0.7827207209282051,0.9999999999999999
57.label,-33.20198853252924,179.4056808144493,201.7657864219264,0.8742403642930324,0.47292155967852856,0.10976786338457044,-0.40746203936881376,0.8376576416205993,-0.36373666560854573,-0.26396680078031226,0.27326703757651355,0.9250117049313287,-1.6364536289009526,1.0
58.label,-35.929313497340424,153.90172041223406,55.02092179508074,-0.15357136752856237,0.14692246058853323,0.9771538392955421,-0.7639789144814335,-0.6448270869674021,-0.0231137651823547,0.6266993324579002,-0.7500745419541617,0.21127263951841196,1.4571122605823885,1.0
59.label,-27.965641460696922,173.72504938209076,133.12584783965224,-0.4552217408040624,-0.6899999326691266,-0.5627372918297843,0.8458093768152636,-0.13766040670377427,-0.5154183839537808,0.2781720057638702,-0.7105981320991156,0.6462744230329351,-1.0335784245430495,1.0000000000000002
60.label,-38.62939453125,183.16131591796875,-219.48038552024147,0.2872270019882551,-0.48136682087799315,0.8281223539348839,0.5066600470515761,-0.6573552639619175,-0.5578347906533373,0.8128937483155678,0.5798017253332141,0.05507915440613197,-0.7773349699915892,1.0000000000000002
61.label,-28.07532308703271,182.11051584404206,-195.39952050324914,-0.1956863546490357,-0.07705031725928305,0.9776349519193837,-0.8339888467181164,-0.5113855760639066,-0.20723753555659866,0.5159161309301716,-0.8558902039420887,0.035812073969708626,-1.4936656929529981,0.9999999999999998
62.label,-31.114557791631885,174.20761653537144,442.49842623040354,-0.6530225840492381,0.22475595905014306,0.7232193744591652,-0.6847688883021813,-0.5831395711743975,-0.4370810109624239,0.3235012740856679,-0.780661898264537,0.5347091978477267,0.6192272953978487,1.0
63.label,-23.876569393382354,145.16439568014707,-153.14882658116957,-0.1995763206507725,0.17621584841380586,0.9639072917056405,-0.7607247095949482,-0.647898163590079,-0.039062588601947244,0.6176303169754395,-0.7410640622674978,0.2633568817563201,1.3503709876132182,1.0000000000000002
64.label,-8.598195043103448,163.0940530711207,55.307758668373374,-0.5324041501636804,-0.7072490412150557,-0.4651286000547309,0.6977980756123051,-0.0556352968590243,-0.7141306318980946,0.47919063697056197,-0.7047719542119938,0.5231374828818467,-2.9934776803067495,1.0
66.label,-30.16646205357143,174.72061941964284,-217.9275388133769,-0.6297599121075201,-0.13653095200150295,0.7646971637503909,-0.5766802803683052,-0.5773653225288531,-0.5780044451174113,0.5204251217386242,-0.8049898033433199,0.28486682709052213,0.4200912207392826,1.0000000000000004
67.label,-34.23625300480769,185.17835346899867,328.1701713582249,-0.5945015570771668,0.08296069448483626,0.7998033644611767,-0.7431405907255667,-0.43656809729724955,-0.5070999495546368,0.30709926904647644,-0.8958380543339588,0.3211918731198954,-2.005427122796501,1.0000000000000002
68.label,-54.193326977191944,178.07076606931278,253.63009173497204,0.2150844588262036,-0.4117248704780368,0.885562706193798,0.35018552582463713,-0.8139691153739039,-0.4634915066323725,0.91165167310457,0.4098010617937295,-0.03089201641800783,0.15518316512435557,1.0
69.label,-31.881026396160557,195.526532504363,-231.27337348232302,-0.13459709573528245,-0.25800738809109863,0.9567213855193353,-0.9352389282148491,-0.2859638203635723,-0.20869317333015688,0.3274320829899958,-0.9228525782233475,-0.20280865340352883,0.7555205433758733,1.0000000000000002
70.label,-19.14497637294194,184.29019477090554,168.23162606436003,-0.8004545777132759,-0.43968029009278664,-0.4073741664879896,0.5070690846400655,-0.13431948465283583,-0.851374899468432,0.3196144746724519,-0.8880537813367609,0.3304649285980783,-0.6086177987323645,1.0000000000000002
71.label,-24.59800922439759,188.88330666415663,146.37318971932652,-0.4750088877753598,0.2645643352034089,0.8392688896133312,-0.47746527988672044,-0.8786248034983942,0.006735070905631575,0.7391843227755249,-0.3975225367394741,0.5436748750375561,-3.0973184878742512,1.0
72.label,-23.253563818993506,183.49955610795453,-261.75907870205964,-0.6694864262719293,0.24707179291052547,0.7005308374266039,-0.7239249106125835,-0.42838978873525024,-0.5407540223631542,0.1664951916188679,-0.8691592017894916,0.4656625743093924,0.5958525690772537,1.0
73.label,-42.38236977035597,178.95807174457855,-1131.4289358985013,-0.002165375728379867,0.02386450629756296,0.9997128570180182,0.15815726726282228,-0.9871244878818498,0.023906573070013145,0.9874115605763948,0.15816362022655292,-0.0016368496936502027,-0.1836312120897484,1.0
74.label,-68.14671325683594,175.92293548583984,-1084.519775390625,0.74230864433112,-0.4769856069981049,-0.4705981377650617,-0.6633812244142064,-0.42425154725543984,-0.6163894675820423,0.09435691625950306,0.7697371988984388,-0.631348886896922,-0.07947792081147684,1.0
76.label,-30.90644279774678,202.304997652897,-205.5907603251576,0.026879833918205944,-0.06963572369675214,0.9972102789852095,-0.5628168523253342,-0.8254896613400516,-0.04247363604979155,0.8261444578686786,-0.5601050660420032,-0.06138118381841936,1.3408436484745472,1.0000000000000004
77.label,-36.64721405372191,158.23698648174158,37.98862435844507,0.11984867553189797,-0.31941136822450245,0.9400067408387035,-0.8523532816875844,-0.518586625740846,-0.06754106009776159,0.5090483063223523,-0.7931231237655822,-0.33440324815807243,1.4914054923565394,1.0000000000000002
78.label,-61.76279216167355,179.50009523502067,-198.54998779296875,0.5359147689901904,-0.8223906938275287,-0.1909683405281277,0.09738229853095863,0.28489600214983524,-0.9535989491876911,0.8386370182093194,0.4924508246159378,0.2327662712337523,-1.927097669825744,1.0000000000000002
79.label,-26.093406210140305,187.12015206473214,50.75357123783657,-0.5442406300145604,0.35176423088029546,0.7616193685263978,-0.7978907998667385,-0.49750557055394445,-0.3403799035721858,0.25917640349648124,-0.7929376603119495,0.5514321886956189,0.810941132556616,1.0000000000000002
81.label,-5.756607167368228,163.36378025484993,-159.04121827869778,-0.15156290761458133,0.39405610359966436,0.9065034320129542,-0.8278123410575795,-0.551757378493059,0.10144221641524441,0.5401438817835336,-0.7350398509566118,0.4098304582110732,0.822891900657897,1.0000000000000002
82.label,-15.996124109455959,139.1888965349741,170.9499969482422,-0.3869431376958365,0.2388603470802241,0.8906294082180398,-0.6685896320642019,-0.7378446975682976,-0.09259106958342427,0.6350298513348457,-0.6312930673332808,0.4452034939784072,-0.8880074593490435,1.0000000000000002
83.label,-33.05342895136778,181.8229958206687,-151.48313375084595,0.6593471992640828,-0.4841479238368625,0.5752061010342865,0.7096013117748655,0.6535558821636315,-0.2633072107191671,-0.24844969138640602,0.5817778757685559,0.7744722423148724,1.0157609076231318,1.0000000000000004
84.label,-37.490422758453434,221.37068450318736,-148.10321812936314,0.8702562286317334,-0.21958975607965264,0.4409472026813989,0.48269211012095437,0.5587633394926952,-0.6743825748534369,-0.09829762639378649,0.7997273719611264,0.5922615192476192,-0.9962411448078263,1.0
85.label,-12.969451647846638,135.13432658219537,158.8092406457212,0.2188217426447896,0.27972142163045155,0.9348117303644283,-0.9331764354604237,-0.21995552895755624,0.2842557045731528,0.2851294184178042,-0.9345456069994877,0.2128983870081781,1.196197942054469,1.0000000000000002
86.label,-21.146841397849464,151.29653897849462,-193.05645161290323,-0.3243281339794432,0.1450000162621428,0.9347653485198254,-0.6978609703760243,-0.7037836653724014,-0.13296096562834314,0.6385932410660531,-0.6954592350662734,0.32944669496868206,0.3272800739022408,1.0
87.label,-49.25255589978448,164.29378704202585,180.34913487927668,0.9842083625300921,0.08433906553365855,0.15563039918583998,0.031887544518696895,0.780342085065618,-0.6245393620741707,-0.17411801638659566,0.619639534165109,0.7653298400488799,-1.348866489568711,1.0
88.label,-12.349269278606965,178.082813471704,101.26716494204393,-0.44242117884579146,-0.027354116030090886,0.896390123129942,-0.4871673557644686,-0.8318665384344778,-0.2658308291197531,0.752948516159077,-0.5543011948113156,0.3547093422008957,0.8602339648488994,1.0
89.label,-23.12501262796336,160.88776266163794,-127.85711512072334,-0.3389690068249737,0.3962283823594381,0.8532895648166067,-0.8137164149043998,-0.5786988412066735,-0.054527491242344094,0.47219234272404453,-0.7128188551089796,0.518578510231481,-1.620326681196768,1.0000000000000002
90.label,-49.15017685777559,187.51283679872049,88.42401651097094,0.4275640635191333,0.04064703975940079,0.9030707556696786,0.1499250232961693,-0.9883422257831826,-0.02649777582340383,0.8914659045508413,0.14672240078713936,-0.42867362658625074,0.5472039533747413,1.0
91.label,-10.87279088288835,178.88991391080097,65.2334949548962,-0.07161813231287387,0.07105033992205961,0.9948983326556415,-0.8365676942627489,-0.5474561713071953,-0.021124237585645023,0.5431623477745154,-0.8338126826180007,0.09864620755736,-1.4645675438922496,1.0
92.label,-22.892745626011326,153.06367250707927,121.86585836811744,-0.25190741368192066,0.24198393749455663,0.9370093003416329,-0.9085125222516898,-0.39268738198200126,-0.1428342288948797,0.33338813992696065,-0.8872656840128285,0.31876630017818525,1.3411870153264989,1.0000000000000002
93.label,-16.454790020354405,169.31263469827587,167.00267894057936,-0.34421260202294246,0.24788600775170272,0.9055772809481907,-0.7927902184218217,-0.5934579769342061,-0.138893121456175,0.5029923997271487,-0.765741573100274,0.4007973166609802,1.439037158549626,1.0000000000000002
94.label,-14.63504855432243,185.93128468165887,-259.23877283969773,-0.3527770418004052,0.5125265499299954,0.7828568798927498,-0.9255773652526083,-0.3139152274412235,-0.21157450440108497,0.13731314471162243,-0.7992332360440104,0.5851250590190307,0.5908222693841598,1.0
95.label,-40.17352400519031,173.23923077962803,129.95951633387372,0.14231046833514363,0.3361136189560091,0.9310077151960272,-0.9804396481543128,0.17706505940757752,0.08594219606246234,-0.13596259386051646,-0.9250273508871432,0.3547373298391846,1.422678716482949,1.0000000000000004
96.label,-33.01453642003676,161.3578125,-242.2132230870864,-0.7187304668674118,-0.029550872804166746,0.6946605371784583,-0.6949988175405074,0.059386755763800474,-0.7165541548669905,-0.020078834972395907,-0.9977975541944181,-0.0632208923520431,0.3492615120449371,0.9999999999999999
98.label,-17.902885465801887,162.9024211379717,-218.34432741561025,0.7127577410509907,0.46431501649245144,0.5257261340579367,0.20322592569607098,0.58067019400481,-0.7883662530317945,-0.6713237860353707,0.6687553298883163,0.3195163267332439,-1.0871587116064927,0.9999999999999999
99.label,-27.34514593607739,194.03461980747343,162.18823670545007,-0.859530550946342,-0.10143197217723902,0.5009179443882139,-0.1742702198919707,-0.8632036550871474,-0.4738241660183591,0.4804551201191242,-0.4945614267858191,0.7242733411405482,0.6269129872513146,1.0000000000000002
100.label,-34.75423058280109,175.41679259808393,74.12518324469127,-0.279514976235512,0.011352791761008937,0.9600742118082811,-0.7839266134520599,-0.5800459062405214,-0.22137256238115155,0.5543739196441746,-0.8145046720386836,0.17103127329675957,-1.5983086958919905,1.0000000000000002
101.label,-54.63728734905352,187.5073662899804,220.13537553832052,0.9912409138977177,0.07327204934766919,0.1098756451612918,0.04926996111212734,0.5667370814694586,-0.8224241918982502,-0.12253130843676989,0.8206340763530803,0.5581628715535458,-1.5991770042185778,1.0000000000000002
102.label,-37.289599441580755,187.88490657216494,-67.99759755347603,-0.01377686373327975,-0.05076032589904101,0.9986158357147646,-0.5549390285873983,-0.8303951525972971,-0.04986546995052191,0.8317769367902367,-0.5548578915880488,-0.01672864508308449,1.0465626766619422,1.0
103.label,-11.960844775883839,159.5348544034091,93.92373813667683,-0.6687235588328059,0.009437594886597518,0.7434512315308538,-0.3689780999711136,-0.8723139381132625,-0.3208170118853399,0.6454951305809313,-0.48885511675351,0.5868191469441147,-0.1350786371119224,1.0000000000000002
104.label,-50.74140794468546,173.47886727223428,-237.8178836714937,0.039397478462608305,0.5307973111657371,-0.8465825731433481,-0.10607448221989871,0.8446746178345451,0.5246646492835645,0.9935773965386737,0.06913034388232898,0.08958210000966842,-2.411089708671905,1.0000000000000002
105.label,-24.682403564453125,160.94575670030383,112.62361187405057,-0.7020545869341408,0.3116111998073384,0.6403263364249231,-0.5176781019766961,-0.8407805389447351,-0.15842180426193286,0.48900791373815056,-0.4427036768386182,0.7515881284420542,1.3650230490282214,1.0
106.label,-4.024524456521739,138.24267153532608,58.40108676578688,-0.3878194544119688,-0.11932026294358064,0.913979619920859,-0.7952306409740381,-0.4580562499538706,-0.3972312922394433,0.4660518194746413,-0.8808786220185344,0.08275599576528814,1.1185890574847162,1.0
107.label,-31.04717113672426,169.0291467405677,-1124.365281550269,-0.480375131610857,0.054634900161468936,0.8753597892376587,-0.6514209894255373,-0.6905162148390906,-0.3143851961847904,0.5872737244809323,-0.7212505700022991,0.36729713830310845,-0.7925456727685287,1.0000000000000002
108.label,-55.865590631706006,198.74782473846565,156.05407420146108,0.1663978371243885,0.4217795389619276,-0.8912989287065196,-0.2478509056533448,0.8927710134651883,0.3762045269307075,0.9544012198059799,0.15830962709009339,0.2530936064057196,2.5591287228036084,1.0000000000000002
109.label,-42.77619963171577,158.9073467287695,-195.53527168260703,0.264797334703161,-0.1896125502289096,0.9454784251001138,0.5017647221029594,-0.810195785525358,-0.30300982289339745,0.8234771005844923,0.5546439127157509,-0.11939679602200642,-0.5999613435724106,1.0000000000000002
110.label,-68.65834595556973,188.81643614477042,299.8709153155891,0.06395368993037297,-0.22555590634433945,0.972128828220557,0.36450747530974714,-0.9015386609129616,-0.23315733598276064,0.9290017362672709,0.3692594968209314,0.024560089982505744,-0.19448492876226317,1.0
